SATZART;AGS;NAME;EWZ;EW_M;EW_W;EW_D;EW_A;ALTER_1;ALTER_2;ALTER_3;ALTER_4;ALTER_5
50;064350017;Langenselbold, Stadt; 13 422; 6 540; 6 880; 12 530;  890; 2 150; 1 680; 4 140; 2 930; 2 520
60;064350017017;Langenselbold, Stadt; 13 422; 6 540; 6 880; 12 530;  890; 2 150; 1 680; 4 140; 2 930; 2 520
50;064350018;Linsengericht; 9 862; 4 856; 5 007; 9 395;  468; 1 653; 1 214; 2 949; 2 163; 1 884
60;064350018018;Linsengericht; 9 862; 4 856; 5 007; 9 395;  468; 1 653; 1 214; 2 949; 2 163; 1 884
50;064350019;Maintal, Stadt; 35 805; 17 140; 18 660; 30 070; 5 730; 5 680; 4 940; 10 160; 7 510; 7 520
60;064350019019;Maintal, Stadt; 35 805; 17 140; 18 660; 30 070; 5 730; 5 680; 4 940; 10 160; 7 510; 7 520
50;064350020;Neuberg; 5 198; 2 545; 2 653; 4 891;  307;  802;  582; 1 548; 1 172; 1 094
60;064350020020;Neuberg; 5 198; 2 545; 2 653; 4 891;  307;  802;  582; 1 548; 1 172; 1 094
50;064350021;Nidderau, Stadt; 19 853; 9 740; 10 110; 18 680; 1 170; 3 630; 2 500; 6 040; 4 330; 3 370
60;064350021021;Nidderau, Stadt; 19 853; 9 740; 10 110; 18 680; 1 170; 3 630; 2 500; 6 040; 4 330; 3 370
50;064350022;Niederdorfelden; 3 723; 1 847; 1 877; 3 335;  389;  789;  401; 1 255;  669;  610
60;064350022022;Niederdorfelden; 3 723; 1 847; 1 877; 3 335;  389;  789;  401; 1 255;  669;  610
50;064350023;Rodenbach; 11 142; 5 400; 5 740; 10 290;  860; 1 690; 1 270; 2 960; 2 450; 2 770
60;064350023023;Rodenbach; 11 142; 5 400; 5 740; 10 290;  860; 1 690; 1 270; 2 960; 2 450; 2 770
50;064350024;Ronneburg; 3 331; 1 630; 1 701; 3 187;  144;  555;  397; 1 001;  771;  607
60;064350024024;Ronneburg; 3 331; 1 630; 1 701; 3 187;  144;  555;  397; 1 001;  771;  607
50;064350025;Schlüchtern, Stadt; 16 306; 8 080; 8 230; 15 180; 1 120; 2 860; 2 170; 4 490; 3 410; 3 380
60;064350025025;Schlüchtern, Stadt; 16 306; 8 080; 8 230; 15 180; 1 120; 2 860; 2 170; 4 490; 3 410; 3 380
50;064350026;Schöneck; 11 619; 5 680; 5 940; 10 860;  750; 2 080; 1 340; 3 630; 2 360; 2 200
60;064350026026;Schöneck; 11 619; 5 680; 5 940; 10 860;  750; 2 080; 1 340; 3 630; 2 360; 2 200
50;064350027;Sinntal; 9 094; 4 524; 4 570; 8 909;  185; 1 553; 1 119; 2 499; 2 000; 1 923
60;064350027027;Sinntal; 9 094; 4 524; 4 570; 8 909;  185; 1 553; 1 119; 2 499; 2 000; 1 923
50;064350028;Steinau an der Straße, Brüder-Grimm-Stadt; 10 563; 5 200; 5 370; 10 130;  440; 1 790; 1 360; 2 970; 2 220; 2 220
60;064350028028;Steinau an der Straße, Brüder-Grimm-Stadt; 10 563; 5 200; 5 370; 10 130;  440; 1 790; 1 360; 2 970; 2 220; 2 220
50;064350029;Wächtersbach, Stadt; 12 284; 5 970; 6 310; 11 100; 1 180; 2 220; 1 630; 3 500; 2 560; 2 370
60;064350029029;Wächtersbach, Stadt; 12 284; 5 970; 6 310; 11 100; 1 180; 2 220; 1 630; 3 500; 2 560; 2 370
40;06436;Main-Taunus-Kreis; 224 059; 108 610; 115 450; 198 360; 25 690; 39 990; 25 370; 68 810; 44 140; 45 750
50;064360001;Bad Soden am Taunus, Stadt; 21 061; 10 020; 11 040; 18 290; 2 770; 3 620; 1 980; 6 680; 3 760; 5 020
60;064360001001;Bad Soden am Taunus, Stadt; 21 061; 10 020; 11 040; 18 290; 2 770; 3 620; 1 980; 6 680; 3 760; 5 020
50;064360002;Eppstein, Stadt; 13 297; 6 410; 6 890; 12 030; 1 260; 2 390; 1 510; 4 020; 2 830; 2 540
60;064360002002;Eppstein, Stadt; 13 297; 6 410; 6 890; 12 030; 1 260; 2 390; 1 510; 4 020; 2 830; 2 540
50;064360003;Eschborn, Stadt; 20 364; 9 820; 10 540; 17 310; 3 050; 3 760; 2 400; 6 430; 3 900; 3 870
60;064360003003;Eschborn, Stadt; 20 364; 9 820; 10 540; 17 310; 3 050; 3 760; 2 400; 6 430; 3 900; 3 870
50;064360004;Flörsheim am Main, Stadt; 19 924; 9 600; 10 320; 17 930; 1 990; 3 660; 2 520; 6 320; 3 860; 3 560
60;064360004004;Flörsheim am Main, Stadt; 19 924; 9 600; 10 320; 17 930; 1 990; 3 660; 2 520; 6 320; 3 860; 3 560
50;064360005;Hattersheim am Main, Stadt; 24 773; 12 260; 12 520; 21 040; 3 730; 4 090; 3 310; 7 420; 5 100; 4 850
60;064360005005;Hattersheim am Main, Stadt; 24 773; 12 260; 12 520; 21 040; 3 730; 4 090; 3 310; 7 420; 5 100; 4 850
50;064360006;Hochheim am Main, Stadt; 16 886; 8 220; 8 670; 15 740; 1 150; 2 670; 2 030; 4 970; 3 540; 3 680
60;064360006006;Hochheim am Main, Stadt; 16 886; 8 220; 8 670; 15 740; 1 150; 2 670; 2 030; 4 970; 3 540; 3 680
50;064360007;Hofheim am Taunus, Kreisstadt; 37 842; 18 360; 19 480; 34 460; 3 390; 7 160; 4 080; 11 590; 7 570; 7 450
60;064360007007;Hofheim am Taunus, Kreisstadt; 37 842; 18 360; 19 480; 34 460; 3 390; 7 160; 4 080; 11 590; 7 570; 7 450
50;064360008;Kelkheim (Taunus), Stadt; 27 685; 13 430; 14 260; 25 060; 2 630; 5 180; 2 700; 8 510; 5 220; 6 090
60;064360008008;Kelkheim (Taunus), Stadt; 27 685; 13 430; 14 260; 25 060; 2 630; 5 180; 2 700; 8 510; 5 220; 6 090
50;064360009;Kriftel; 10 439; 5 110; 5 330; 9 150; 1 290; 1 790; 1 310; 3 190; 2 210; 1 940
60;064360009009;Kriftel; 10 439; 5 110; 5 330; 9 150; 1 290; 1 790; 1 310; 3 190; 2 210; 1 940
50;064360010;Liederbach am Taunus; 8 680; 4 346; 4 335; 7 428; 1 253; 1 695;  907; 2 815; 1 704; 1 560
60;064360010010;Liederbach am Taunus; 8 680; 4 346; 4 335; 7 428; 1 253; 1 695;  907; 2 815; 1 704; 1 560
50;064360011;Schwalbach am Taunus, Stadt; 14 671; 6 980; 7 690; 12 480; 2 190; 2 570; 1 570; 4 190; 2 730; 3 620
60;064360011011;Schwalbach am Taunus, Stadt; 14 671; 6 980; 7 690; 12 480; 2 190; 2 570; 1 570; 4 190; 2 730; 3 620
50;064360012;Sulzbach (Taunus); 8 437; 4 064; 4 373; 7 454;  983; 1 414; 1 050; 2 681; 1 716; 1 576
60;064360012012;Sulzbach (Taunus); 8 437; 4 064; 4 373; 7 454;  983; 1 414; 1 050; 2 681; 1 716; 1 576
40;06437;Odenwaldkreis; 96 613; 47 470; 49 140; 87 380; 9 240; 16 320; 12 760; 25 990; 21 270; 20 280
50;064370001;Bad König, Stadt; 9 314; 4 513; 4 801; 8 491;  823; 1 430; 1 098; 2 334; 2 078; 2 374
60;064370001001;Bad König, Stadt; 9 314; 4 513; 4 801; 8 491;  823; 1 430; 1 098; 2 334; 2 078; 2 374
50;064370002;Beerfelden, Stadt; 6 477; 3 251; 3 226; 5 880;  597; 1 022;  847; 1 721; 1 461; 1 426
60;064370002002;Beerfelden, Stadt; 6 477; 3 251; 3 226; 5 880;  597; 1 022;  847; 1 721; 1 461; 1 426
50;064370003;Brensbach; 5 123; 2 555; 2 568; 4 888;  235;  829;  667; 1 422; 1 200; 1 005
60;064370003003;Brensbach; 5 123; 2 555; 2 568; 4 888;  235;  829;  667; 1 422; 1 200; 1 005
50;064370004;Breuberg, Stadt; 7 344; 3 583; 3 761; 5 889; 1 455; 1 370; 1 036; 2 037; 1 561; 1 340
60;064370004004;Breuberg, Stadt; 7 344; 3 583; 3 761; 5 889; 1 455; 1 370; 1 036; 2 037; 1 561; 1 340
50;064370005;Brombachtal; 3 585; 1 745; 1 840; 3 401;  184;  604;  401;  976;  862;  742
60;064370005005;Brombachtal; 3 585; 1 745; 1 840; 3 401;  184;  604;  401;  976;  862;  742
50;064370006;Erbach, Kreisstadt; 13 245; 6 310; 6 940; 11 830; 1 420; 2 280; 1 750; 3 530; 2 760; 2 930
60;064370006006;Erbach, Kreisstadt; 13 245; 6 310; 6 940; 11 830; 1 420; 2 280; 1 750; 3 530; 2 760; 2 930
50;064370007;Fränkisch-Crumbach; 3 185; 1 560; 1 625; 3 100;  85;  476;  398;  877;  762;  672
60;064370007007;Fränkisch-Crumbach; 3 185; 1 560; 1 625; 3 100;  85;  476;  398;  877;  762;  672
50;064370008;Hesseneck;  662;  329;  333;  647;  15;  99;  81;  150;  151;  181
60;064370008008;Hesseneck;  662;  329;  333;  647;  15;  99;  81;  150;  151;  181
50;064370009;Höchst i. Odw.; 9 928; 4 907; 5 021; 8 346; 1 582; 1 790; 1 393; 2 707; 2 159; 1 879
60;064370009009;Höchst i. Odw.; 9 928; 4 907; 5 021; 8 346; 1 582; 1 790; 1 393; 2 707; 2 159; 1 879
50;064370010;Lützelbach; 6 866; 3 434; 3 432; 6 373;  493; 1 294;  905; 1 960; 1 492; 1 215
60;064370010010;Lützelbach; 6 866; 3 434; 3 432; 6 373;  493; 1 294;  905; 1 960; 1 492; 1 215
50;064370011;Michelstadt, Stadt; 16 409; 8 160; 8 250; 14 940; 1 470; 2 890; 2 330; 4 290; 3 490; 3 420
60;064370011011;Michelstadt, Stadt; 16 409; 8 160; 8 250; 14 940; 1 470; 2 890; 2 330; 4 290; 3 490; 3 420
50;064370012;Mossautal; 2 568; 1 295; 1 273; 2 410;  158;  368;  315;  719;  579;  587
60;064370012012;Mossautal; 2 568; 1 295; 1 273; 2 410;  158;  368;  315;  719;  579;  587
50;064370013;Reichelsheim (Odenwald); 8 589; 4 211; 4 378; 7 952;  637; 1 372; 1 156; 2 367; 1 964; 1 730
60;064370013013;Reichelsheim (Odenwald); 8 589; 4 211; 4 378; 7 952;  637; 1 372; 1 156; 2 367; 1 964; 1 730
50;064370014;Rothenberg; 2 359; 1 131; 1 228; 2 300;  59;  354;  267;  614;  540;  584
60;064370014014;Rothenberg; 2 359; 1 131; 1 228; 2 300;  59;  354;  267;  614;  540;  584
50;064370015;Sensbachtal;  959;  489;  470;  933;  26;  149;  112;  285;  219;  194
60;064370015015;Sensbachtal;  959;  489;  470;  933;  26;  149;  112;  285;  219;  194
40;06438;Offenbach; 332 327; 161 800; 170 530; 286 990; 45 340; 56 270; 42 410; 98 580; 68 600; 66 460
50;064380001;Dietzenbach, Kreisstadt; 31 845; 15 780; 16 060; 23 710; 8 140; 6 570; 4 530; 9 060; 6 140; 5 540
60;064380001001;Dietzenbach, Kreisstadt; 31 845; 15 780; 16 060; 23 710; 8 140; 6 570; 4 530; 9 060; 6 140; 5 540
50;064380002;Dreieich, Stadt; 39 389; 19 080; 20 300; 34 620; 4 770; 6 520; 4 800; 11 520; 8 040; 8 510
60;064380002002;Dreieich, Stadt; 39 389; 19 080; 20 300; 34 620; 4 770; 6 520; 4 800; 11 520; 8 040; 8 510
50;064380003;Egelsbach; 10 877; 5 390; 5 480; 9 750; 1 130; 1 990; 1 260; 3 390; 2 160; 2 080
60;064380003003;Egelsbach; 10 877; 5 390; 5 480; 9 750; 1 130; 1 990; 1 260; 3 390; 2 160; 2 080
50;064380004;Hainburg; 13 799; 6 620; 7 180; 12 510; 1 290; 2 180; 1 750; 3 900; 3 070; 2 900
60;064380004004;Hainburg; 13 799; 6 620; 7 180; 12 510; 1 290; 2 180; 1 750; 3 900; 3 070; 2 900
50;064380005;Heusenstamm, Stadt; 17 929; 8 810; 9 120; 15 860; 2 070; 2 650; 2 080; 4 930; 3 780; 4 480
60;064380005005;Heusenstamm, Stadt; 17 929; 8 810; 9 120; 15 860; 2 070; 2 650; 2 080; 4 930; 3 780; 4 480
50;064380006;Langen (Hessen), Stadt; 34 939; 16 920; 18 020; 30 150; 4 790; 5 910; 4 560; 10 660; 6 960; 6 860
60;064380006006;Langen (Hessen), Stadt; 34 939; 16 920; 18 020; 30 150; 4 790; 5 910; 4 560; 10 660; 6 960; 6 860
50;064380007;Mainhausen; 8 980; 4 431; 4 550; 8 380;  601; 1 629; 1 034; 2 866; 1 743; 1 709
60;064380007007;Mainhausen; 8 980; 4 431; 4 550; 8 380;  601; 1 629; 1 034; 2 866; 1 743; 1 709
50;064380008;Mühlheim am Main, Stadt; 26 847; 13 070; 13 780; 22 750; 4 090; 4 530; 3 710; 7 820; 5 710; 5 080
60;064380008008;Mühlheim am Main, Stadt; 26 847; 13 070; 13 780; 22 750; 4 090; 4 530; 3 710; 7 820; 5 710; 5 080
50;064380009;Neu-Isenburg, Stadt; 34 708; 16 620; 18 090; 28 250; 6 460; 5 550; 4 520; 10 300; 6 780; 7 560
60;064380009009;Neu-Isenburg, Stadt; 34 708; 16 620; 18 090; 28 250; 6 460; 5 550; 4 520; 10 300; 6 780; 7 560
50;064380010;Obertshausen, Stadt; 23 785; 11 550; 12 240; 20 380; 3 400; 3 840; 3 290; 7 040; 4 920; 4 700
60;064380010010;Obertshausen, Stadt; 23 785; 11 550; 12 240; 20 380; 3 400; 3 840; 3 290; 7 040; 4 920; 4 700
50;064380011;Rodgau, Stadt; 42 919; 21 110; 21 810; 38 680; 4 240; 7 130; 5 630; 13 120; 9 240; 7 800
60;064380011011;Rodgau, Stadt; 42 919; 21 110; 21 810; 38 680; 4 240; 7 130; 5 630; 13 120; 9 240; 7 800
50;064380012;Rödermark, Stadt; 26 262; 12 780; 13 490; 23 430; 2 830; 4 360; 2 950; 7 880; 5 900; 5 170
60;064380012012;Rödermark, Stadt; 26 262; 12 780; 13 490; 23 430; 2 830; 4 360; 2 950; 7 880; 5 900; 5 170
50;064380013;Seligenstadt, Stadt; 20 048; 9 640; 10 400; 18 530; 1 510; 3 420; 2 310; 6 100; 4 160; 4 060
60;064380013013;Seligenstadt, Stadt; 20 048; 9 640; 10 400; 18 530; 1 510; 3 420; 2 310; 6 100; 4 160; 4 060
40;06439;Rheingau-Taunus-Kreis; 180 226; 87 890; 92 340; 166 180; 14 040; 30 720; 21 230; 51 790; 38 820; 37 670
50;064390001;Aarbergen; 6 012; 3 010; 3 002; 5 417;  595;  989;  721; 1 709; 1 317; 1 276
60;064390001001;Aarbergen; 6 012; 3 010; 3 002; 5 417;  595;  989;  721; 1 709; 1 317; 1 276
50;064390002;Bad Schwalbach, Kreisstadt; 10 394; 5 030; 5 360; 9 320; 1 070; 1 770; 1 150; 2 870; 2 340; 2 260
60;064390002002;Bad Schwalbach, Kreisstadt; 10 394; 5 030; 5 360; 9 320; 1 070; 1 770; 1 150; 2 870; 2 340; 2 260
50;064390003;Eltville am Rhein, Stadt; 16 639; 8 050; 8 590; 15 310; 1 330; 2 950; 1 770; 4 940; 3 340; 3 640
60;064390003003;Eltville am Rhein, Stadt; 16 639; 8 050; 8 590; 15 310; 1 330; 2 950; 1 770; 4 940; 3 340; 3 640
50;064390004;Geisenheim, Stadt; 11 490; 5 610; 5 880; 10 670;  820; 1 980; 1 530; 3 190; 2 310; 2 470
60;064390004004;Geisenheim, Stadt; 11 490; 5 610; 5 880; 10 670;  820; 1 980; 1 530; 3 190; 2 310; 2 470
50;064390005;Heidenrod; 7 841; 3 937; 3 904; 7 510;  331; 1 366;  872; 2 298; 1 832; 1 473
60;064390005005;Heidenrod; 7 841; 3 937; 3 904; 7 510;  331; 1 366;  872; 2 298; 1 832; 1 473
50;064390006;Hohenstein; 6 025; 3 008; 3 017; 5 844;  181;  991;  674; 1 692; 1 413; 1 255
60;064390006006;Hohenstein; 6 025; 3 008; 3 017; 5 844;  181;  991;  674; 1 692; 1 413; 1 255
50;064390007;Hünstetten; 9 993; 4 920; 5 070; 9 640;  350; 1 880; 1 020; 3 060; 2 250; 1 780
60;064390007007;Hünstetten; 9 993; 4 920; 5 070; 9 640;  350; 1 880; 1 020; 3 060; 2 250; 1 780
50;064390008;Idstein, Stadt; 23 271; 11 230; 12 040; 20 780; 2 490; 4 180; 2 850; 7 020; 4 880; 4 340
60;064390008008;Idstein, Stadt; 23 271; 11 230; 12 040; 20 780; 2 490; 4 180; 2 850; 7 020; 4 880; 4 340
50;064390009;Kiedrich; 3 897; 1 854; 2 043; 3 668;  229;  655;  409; 1 183;  876;  774
60;064390009009;Kiedrich; 3 897; 1 854; 2 043; 3 668;  229;  655;  409; 1 183;  876;  774
50;064390010;Lorch, Stadt; 3 806; 1 854; 1 953; 3 473;  334;  596;  439;  993;  884;  895
60;064390010010;Lorch, Stadt; 3 806; 1 854; 1 953; 3 473;  334;  596;  439;  993;  884;  895
50;064390011;Niedernhausen; 14 410; 7 090; 7 320; 13 320; 1 090; 2 390; 1 660; 4 160; 3 250; 2 950
60;064390011011;Niedernhausen; 14 410; 7 090; 7 320; 13 320; 1 090; 2 390; 1 660; 4 160; 3 250; 2 950
50;064390012;Oestrich-Winkel, Stadt; 11 451; 5 600; 5 850; 10 680;  770; 1 910; 1 430; 3 220; 2 440; 2 460
60;064390012012;Oestrich-Winkel, Stadt; 11 451; 5 600; 5 850; 10 680;  770; 1 910; 1 430; 3 220; 2 440; 2 460
50;064390013;Rüdesheim am Rhein, Stadt; 9 818; 4 790; 5 028; 8 464; 1 354; 1 539; 1 379; 2 922; 1 948; 2 030
60;064390013013;Rüdesheim am Rhein, Stadt; 9 818; 4 790; 5 028; 8 464; 1 354; 1 539; 1 379; 2 922; 1 948; 2 030
50;064390014;Schlangenbad; 6 084; 3 037; 3 047; 5 609;  475;  936;  683; 1 679; 1 363; 1 423
60;064390014014;Schlangenbad; 6 084; 3 037; 3 047; 5 609;  475;  936;  683; 1 679; 1 363; 1 423
50;064390015;Taunusstein, Stadt; 28 365; 13 620; 14 740; 26 310; 2 050; 4 960; 3 380; 7 780; 5 930; 6 310
60;064390015015;Taunusstein, Stadt; 28 365; 13 620; 14 740; 26 310; 2 050; 4 960; 3 380; 7 780; 5 930; 6 310
50;064390016;Waldems; 5 188; 2 545; 2 643; 4 983;  205;  802;  650; 1 482; 1 209; 1 045
60;064390016016;Waldems; 5 188; 2 545; 2 643; 4 983;  205;  802;  650; 1 482; 1 209; 1 045
50;064390017;Walluf; 5 542; 2 686; 2 857; 5 181;  362;  835;  612; 1 583; 1 230; 1 283
60;064390017017;Walluf; 5 542; 2 686; 2 857; 5 181;  362;  835;  612; 1 583; 1 230; 1 283
40;06440;Wetteraukreis; 292 573; 143 100; 149 470; 269 880; 22 700; 51 290; 36 930; 86 010; 60 480; 57 870
50;064400001;Altenstadt; 11 865; 5 870; 6 000; 10 920;  940; 2 160; 1 630; 3 530; 2 540; 2 000
60;064400001001;Altenstadt; 11 865; 5 870; 6 000; 10 920;  940; 2 160; 1 630; 3 530; 2 540; 2 000
50;064400002;Bad Nauheim, Stadt; 30 210; 14 010; 16 200; 26 630; 3 580; 4 680; 3 800; 8 330; 5 840; 7 560
60;064400002002;Bad Nauheim, Stadt; 30 210; 14 010; 16 200; 26 630; 3 580; 4 680; 3 800; 8 330; 5 840; 7 560
50;064400003;Bad Vilbel, Stadt; 31 280; 15 000; 16 280; 28 090; 3 190; 6 070; 3 260; 10 040; 5 810; 6 090
60;064400003003;Bad Vilbel, Stadt; 31 280; 15 000; 16 280; 28 090; 3 190; 6 070; 3 260; 10 040; 5 810; 6 090
50;064400004;Büdingen, Stadt; 20 871; 10 270; 10 600; 19 350; 1 520; 3 890; 2 750; 6 050; 4 410; 3 770
60;064400004004;Büdingen, Stadt; 20 871; 10 270; 10 600; 19 350; 1 520; 3 890; 2 750; 6 050; 4 410; 3 770
50;064400005;Butzbach, Stadt; 23 885; 11 890; 11 990; 22 240; 1 650; 4 140; 3 110; 7 020; 4 970; 4 640
60;064400005005;Butzbach, Stadt; 23 885; 11 890; 11 990; 22 240; 1 650; 4 140; 3 110; 7 020; 4 970; 4 640
50;064400006;Echzell; 5 593; 2 726; 2 867; 5 311;  282; 1 048;  783; 1 523; 1 158; 1 081
60;064400006006;Echzell; 5 593; 2 726; 2 867; 5 311;  282; 1 048;  783; 1 523; 1 158; 1 081
50;064400007;Florstadt, Stadt; 8 779; 4 313; 4 466; 8 472;  307; 1 487; 1 167; 2 500; 1 919; 1 706
60;064400007007;Florstadt, Stadt; 8 779; 4 313; 4 466; 8 472;  307; 1 487; 1 167; 2 500; 1 919; 1 706
50;064400008;Friedberg (Hessen), Kreisstadt; 27 337; 13 480; 13 860; 24 250; 3 090; 4 820; 4 000; 8 230; 5 370; 4 910
60;064400008008;Friedberg (Hessen), Kreisstadt; 27 337; 13 480; 13 860; 24 250; 3 090; 4 820; 4 000; 8 230; 5 370; 4 910
50;064400009;Gedern, Stadt; 7 594; 3 777; 3 817; 7 199;  395; 1 349;  939; 2 117; 1 631; 1 558
60;064400009009;Gedern, Stadt; 7 594; 3 777; 3 817; 7 199;  395; 1 349;  939; 2 117; 1 631; 1 558
50;064400010;Glauburg; 3 070; 1 510; 1 561; 2 922;  149;  509;  403;  817;  727;  615
60;064400010010;Glauburg; 3 070; 1 510; 1 561; 2 922;  149;  509;  403;  817;  727;  615
50;064400011;Hirzenhain; 2 893; 1 436; 1 457; 2 716;  177;  534;  358;  810;  619;  572
60;064400011011;Hirzenhain; 2 893; 1 436; 1 457; 2 716;  177;  534;  358;  810;  619;  572
50;064400012;Karben, Stadt; 21 149; 10 510; 10 640; 19 160; 1 990; 3 620; 2 530; 6 290; 4 460; 4 240
60;064400012012;Karben, Stadt; 21 149; 10 510; 10 640; 19 160; 1 990; 3 620; 2 530; 6 290; 4 460; 4 240
50;064400013;Kefenrod; 2 787; 1 367; 1 420; 2 731;  56;  539;  343;  772;  626;  507
60;064400013013;Kefenrod; 2 787; 1 367; 1 420; 2 731;  56;  539;  343;  772;  626;  507
50;064400014;Limeshain; 5 255; 2 600; 2 656; 4 762;  494;  928;  664; 1 598; 1 130;  936
60;064400014014;Limeshain; 5 255; 2 600; 2 656; 4 762;  494;  928;  664; 1 598; 1 130;  936
50;064400015;Münzenberg, Stadt; 5 632; 2 764; 2 868; 5 510;  122;  978;  713; 1 658; 1 193; 1 090
60;064400015015;Münzenberg, Stadt; 5 632; 2 764; 2 868; 5 510;  122;  978;  713; 1 658; 1 193; 1 090
50;064400016;Nidda, Stadt; 16 864; 8 280; 8 580; 15 870;  990; 2 740; 1 970; 4 660; 3 740; 3 760
60;064400016016;Nidda, Stadt; 16 864; 8 280; 8 580; 15 870;  990; 2 740; 1 970; 4 660; 3 740; 3 760
50;064400017;Niddatal, Stadt; 9 310; 4 594; 4 716; 8 815;  495; 1 698; 1 035; 2 861; 1 998; 1 718
60;064400017017;Niddatal, Stadt; 9 310; 4 594; 4 716; 8 815;  495; 1 698; 1 035; 2 861; 1 998; 1 718
50;064400018;Ober-Mörlen; 5 760; 2 844; 2 916; 5 452;  308;  963;  723; 1 699; 1 233; 1 142
60;064400018018;Ober-Mörlen; 5 760; 2 844; 2 916; 5 452;  308;  963;  723; 1 699; 1 233; 1 142
50;064400019;Ortenberg, Stadt; 8 950; 4 373; 4 577; 8 620;  330; 1 391; 1 118; 2 482; 1 947; 2 012
60;064400019019;Ortenberg, Stadt; 8 950; 4 373; 4 577; 8 620;  330; 1 391; 1 118; 2 482; 1 947; 2 012
50;064400020;Ranstadt; 4 862; 2 436; 2 426; 4 680;  182;  822;  614; 1 389; 1 066;  971
60;064400020020;Ranstadt; 4 862; 2 436; 2 426; 4 680;  182;  822;  614; 1 389; 1 066;  971
50;064400021;Reichelsheim (Wetterau), Stadt; 6 770; 3 322; 3 448; 6 342;  428; 1 159;  960; 1 937; 1 437; 1 277
60;064400021021;Reichelsheim (Wetterau), Stadt; 6 770; 3 322; 3 448; 6 342;  428; 1 159;  960; 1 937; 1 437; 1 277
50;064400022;Rockenberg; 4 270; 2 125; 2 145; 4 120;  150;  717;  642; 1 273;  869;  769
60;064400022022;Rockenberg; 4 270; 2 125; 2 145; 4 120;  150;  717;  642; 1 273;  869;  769
50;064400023;Rosbach v. d. Höhe, Stadt; 11 831; 5 840; 5 990; 10 770; 1 060; 2 300; 1 330; 3 700; 2 410; 2 080
60;064400023023;Rosbach v. d. Höhe, Stadt; 11 831; 5 840; 5 990; 10 770; 1 060; 2 300; 1 330; 3 700; 2 410; 2 080
50;064400024;Wölfersheim; 9 643; 4 761; 4 882; 9 280;  363; 1 713; 1 213; 2 895; 2 065; 1 757
60;064400024024;Wölfersheim; 9 643; 4 761; 4 882; 9 280;  363; 1 713; 1 213; 2 895; 2 065; 1 757
50;064400025;Wöllstadt; 6 113; 3 008; 3 105; 5 673;  440; 1 036;  854; 1 810; 1 304; 1 109
60;064400025025;Wöllstadt; 6 113; 3 008; 3 105; 5 673;  440; 1 036;  854; 1 810; 1 304; 1 109
20;065;Reg.-Bez. Gießen;1 025 110; 501 350; 523 760; 956 990; 68 120; 172 680; 158 070; 284 610; 209 510; 200 230
40;06531;Gießen; 251 238; 122 430; 128 810; 234 140; 17 090; 40 420; 44 460; 69 810; 49 940; 46 600
50;065310001;Allendorf (Lumda), Stadt; 4 173; 2 112; 2 061; 4 074;  99;  761;  503; 1 184;  932;  793
60;065310001001;Allendorf (Lumda), Stadt; 4 173; 2 112; 2 061; 4 074;  99;  761;  503; 1 184;  932;  793
50;065310002;Biebertal; 10 013; 4 900; 5 120; 9 760;  260; 1 470; 1 290; 2 710; 2 350; 2 190
60;065310002002;Biebertal; 10 013; 4 900; 5 120; 9 760;  260; 1 470; 1 290; 2 710; 2 350; 2 190
50;065310003;Buseck; 12 770; 6 270; 6 500; 12 250;  520; 2 190; 1 650; 3 570; 2 780; 2 580
60;065310003003;Buseck; 12 770; 6 270; 6 500; 12 250;  520; 2 190; 1 650; 3 570; 2 780; 2 580
50;065310004;Fernwald; 6 468; 3 168; 3 300; 6 192;  276; 1 010;  901; 1 850; 1 365; 1 342
60;065310004004;Fernwald; 6 468; 3 168; 3 300; 6 192;  276; 1 010;  901; 1 850; 1 365; 1 342
50;065310005;Gießen, Universitätsstadt; 74 776; 36 020; 38 760; 66 510; 8 270; 10 590; 20 330; 20 170; 12 080; 11 610
60;065310005005;Gießen, Universitätsstadt; 74 776; 36 020; 38 760; 66 510; 8 270; 10 590; 20 330; 20 170; 12 080; 11 610
50;065310006;Grünberg, Stadt; 13 759; 6 730; 7 030; 13 310;  450; 2 410; 1 920; 3 800; 3 020; 2 610
60;065310006006;Grünberg, Stadt; 13 759; 6 730; 7 030; 13 310;  450; 2 410; 1 920; 3 800; 3 020; 2 610
50;065310007;Heuchelheim; 7 308; 3 574; 3 734; 6 810;  498; 1 121; 1 132; 2 021; 1 451; 1 583
60;065310007007;Heuchelheim; 7 308; 3 574; 3 734; 6 810;  498; 1 121; 1 132; 2 021; 1 451; 1 583
50;065310008;Hungen, Stadt; 12 500; 6 130; 6 370; 11 960;  540; 2 030; 1 610; 3 490; 2 780; 2 600
60;065310008008;Hungen, Stadt; 12 500; 6 130; 6 370; 11 960;  540; 2 030; 1 610; 3 490; 2 780; 2 600
50;065310009;Langgöns; 11 673; 5 710; 5 960; 11 060;  620; 1 930; 1 660; 3 370; 2 620; 2 100
60;065310009009;Langgöns; 11 673; 5 710; 5 960; 11 060;  620; 1 930; 1 660; 3 370; 2 620; 2 100
50;065310010;Laubach, Stadt; 9 728; 4 760; 4 970; 9 140;  580; 1 540; 1 200; 2 720; 2 190; 2 080
60;065310010010;Laubach, Stadt; 9 728; 4 760; 4 970; 9 140;  580; 1 540; 1 200; 2 720; 2 190; 2 080
